Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Forecast Summary Report - All Guest/Segment Types,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,The Stamford Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page:  1 of 9,
,System Date:  06/07/2024,,,,,,,,,,,,,,,,,,,,,,05/28/2024 Through 06/07/2025,,,,,,,,,,,,,,,,,,,,,,,,,Generated on:  06/07/2024 05:13 AM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,|------------------------------------------Rooms------------------------------------------|,,,,,,,,,,,,,,,,,,,,,,,,,|----------------------------------------------Revenues---------------------------------------------|,,,,,,,,,,,,,,,,|---------Date Range Totals---------|,,,,
,Date,,,,,,Whls,,,Trans,,,,Group,,,Comps,,,Occupied,,,Off Mk,,Occ%,,,Wholesale,,,,Individual,,,Group,,,,Total,,Avg.Rate (Sold),,,,Revenue,,Average Rate,
,2025-01-28 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-01-29 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-01-30 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-01-31 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,,"Jan, 2025",,,,,0,,,0,,,,0,,,0,,,0,,,186,,0.0,,,,0.0,,,0.00,,,0.00,,,,0.00,,0.00,,,,"739,470.32",,128.85,
,2025-02-01 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-02 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-03 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-04 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-05 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-06 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-07 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-08 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-09 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-10 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-11 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-12 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-13 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-14 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-15 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-16 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-17 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-18 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,,,,,,Forecast Summary Report - All Guest/Segment Types,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Stamford Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page:  7 of 9,
,System Date:  06/07/2024,,,,,,,,,,,,,,,,,,,,,,05/28/2024 Through 06/07/2025,,,,,,,,,,,,,,,,,,,,,,,,,Generated on:  06/07/2024 05:13 AM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,|------------------------------------------Rooms------------------------------------------|,,,,,,,,,,,,,,,,,,,,,,,,,|----------------------------------------------Revenues---------------------------------------------|,,,,,,,,,,,,,,,,|---------Date Range Totals---------|,,,,
,Date,,,,,,Whls,,,Trans,,,,Group,,,Comps,,,Occupied,,,Off Mk,,Occ%,,,Wholesale,,,,Individual,,,Group,,,,Total,,Avg.Rate (Sold),,,,Revenue,,Average Rate,
,2025-02-19 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-20 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-21 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-22 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-23 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-24 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-25 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-26 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-27 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-02-28 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,,"Feb, 2025",,,,,0,,,0,,,,0,,,0,,,0,,,168,,0.0,,,,0.0,,,0.00,,,0.00,,,,0.00,,0.00,,,,"739,470.32",,128.85,
,2025-03-01 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-02 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-03 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-04 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-05 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-06 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-07 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-08 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-09 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-10 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-11 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-12 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-13 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-14 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-15 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-16 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-17 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-18 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-19 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-20 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-21 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-22 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-23 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-24 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-25 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-26 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-27 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-28 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-29 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-30 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-03-31 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,,"Mar, 2025",,,,,0,,,0,,,,0,,,0,,,0,,,186,,0.0,,,,0.0,,,0.00,,,0.00,,,,0.00,,0.00,,,,"739,470.32",,128.85,
,2025-04-01 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-02 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-03 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,,,,,,Forecast Summary Report - All Guest/Segment Types,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Stamford Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page:  8 of 9,
,System Date:  06/07/2024,,,,,,,,,,,,,,,,,,,,,,05/28/2024 Through 06/07/2025,,,,,,,,,,,,,,,,,,,,,,,,,Generated on:  06/07/2024 05:13 AM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,|------------------------------------------Rooms------------------------------------------|,,,,,,,,,,,,,,,,,,,,,,,,,|----------------------------------------------Revenues---------------------------------------------|,,,,,,,,,,,,,,,,|---------Date Range Totals---------|,,,,
,Date,,,,,,Whls,,,Trans,,,,Group,,,Comps,,,Occupied,,,Off Mk,,Occ%,,,Wholesale,,,,Individual,,,Group,,,,Total,,Avg.Rate (Sold),,,,Revenue,,Average Rate,
,2025-04-04 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-05 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-06 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-07 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-08 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-09 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-10 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-11 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-12 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-13 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-14 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-15 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-16 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-17 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-18 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-19 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-20 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-21 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-22 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-23 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-24 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-25 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-26 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-27 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-28 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-29 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-04-30 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,,"Apr, 2025",,,,,0,,,0,,,,0,,,0,,,0,,,180,,0.0,,,,0.0,,,0.00,,,0.00,,,,0.00,,0.00,,,,"739,470.32",,128.85,
,2025-05-01 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-02 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-03 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-04 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-05 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-06 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-07 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-08 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-09 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-10 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-11 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-12 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-13 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-14 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-15 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-16 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-17 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-18 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,,,,,,Forecast Summary Report - All Guest/Segment Types,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Stamford Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page:  9 of 9,
,System Date:  06/07/2024,,,,,,,,,,,,,,,,,,,,,,05/28/2024 Through 06/07/2025,,,,,,,,,,,,,,,,,,,,,,,,,Generated on:  06/07/2024 05:13 AM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,|------------------------------------------Rooms------------------------------------------|,,,,,,,,,,,,,,,,,,,,,,,,,|----------------------------------------------Revenues---------------------------------------------|,,,,,,,,,,,,,,,,|---------Date Range Totals---------|,,,,
,Date,,,,,,Whls,,,Trans,,,,Group,,,Comps,,,Occupied,,,Off Mk,,Occ%,,,Wholesale,,,,Individual,,,Group,,,,Total,,Avg.Rate (Sold),,,,Revenue,,Average Rate,
,2025-05-19 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-20 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-21 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-22 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-23 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-24 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-25 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-26 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-27 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-28 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-29 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-30 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-05-31 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,,"May, 2025",,,,,0,,,0,,,,0,,,0,,,0,,,186,,0.0,,,,0.0,,,0.00,,,0.00,,,,0.00,,0.00,,,,"739,470.32",,128.85,
,2025-06-01 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-06-02 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-06-03 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-06-04 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-06-05 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-06-06 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,2025-06-07 00:00:00,,,,,,0,,,0,,,,0,,,0,,,0,,,6,,0,,,0,,,,0,,,0,,,,0,,0,,,,739470.32,,128.85,
,,"Jun, 2025",,,,,0,,,0,,,,0,,,0,,,0,,,42,,0.0,,,,0.0,,,0.00,,,0.00,,,,0.00,,0.00,,,,"739,470.32",,128.85,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Totals:,,,,,,0,,,,2648.0,,,2265,,,826,,,5739,,,4973,,4.8,,,0.00,,,,"403,046.82",,,"336,423.50",,,,"739,470.32",,128.85,,,,"739,470.32",,128.85,
,,,,,,,,,,Recap:,,,,,,,,,,,,,,Total Rooms:,,,,,,,119516,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Total Rooms Available:,,,,,,,108804,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Total Rooms Occupied:,,,,,,,5739,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Occupancy %,,,,,,,4.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Total Revenue,,,,,,,"739,470.32",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,PTD Average Rate,,,,,,,128.85,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End of Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
